;Comment
13176;У них хотя бы кастрюлька есть и свечи. Я видел бедолаг в своём подъезде, которые  кипятили чай в ложечке зажигалкой.
13177;Знаю не по наслышке, какого это, переходить через дорогу по зебре, где нет светофора на трассе. Стоишь, половина водителей тебя даже не замечает, мчится дальше. Кто-то остановился - идешь и молишься, чтобы не сбил кто то другой, ибо многим будто пофиг, что собьют человека. Там надо либо светофоры делать, либо подземный переход, либо вообще убрать зебру. Ибо вероятность того, что Вас собьет какая-нибудь фура весьма большая.
13178;Я жил в городе где основной жилой была трасса. Долгое время боялся вообще переходить дорогу
13179;Мало того, что не останавливаются, так ещё и не пропускают сознательно. Маме каждый раз говорю, чтобы переходила дорогу в приложенном месте и желательно на светофоре.
13180;Автомобиль так устроен, что педаль газа нельзя так просто взять и отпустить. К примеру, на бмв там вообще жуть, пока педаль газа в пол не продавишь до конца, обратно не отходит. Видимо с войны осталось.
13181;"надо либо светофоры делать, либо подземный переход, либо...
Завести дежурную лопату (штыковую), а лучше несколько. Пешеход подходит к зебре, берёт лопату на плечо, переходит трассу, втыкает лопату в землю.
Пешехода с лопатой с большей вероятностью пропустят :)"
13182;Ниче не понял, но было очень интересно...
13183;"У нас в районе было две таких зебры. На пути школа-дом для многих людей.

Мы писали всюду и получали отписки.
На первой зебре сбили девушку насмерть - сразу появились деньги на три огромных фонаря и специальную лампу, раньше было абсолютно темно, сэкономили на освещении при отстройке района.

Светофор ставить не стали, так как слишком близко два других (для машин, для людей - далеко).

А на второй зебре сбили школьника. Тоже сразу нашлись деньги на два светофора.

Кстати, за год до этого, недалеко от этого места перед въездом в дорогой коттеджный посёлок поставили светофор, чтобы кое-кому было удобно разворачиваться. На него деньги нашлись ну очень быстро, в отличие от нужного всем жителям района."
13184;"Позиция нашего государства такова, что на слово никому не верит. Нет основания выделять деньги, нормально же все.
А вот прецедент- это уже основание.
Зная эту сферу, могу вспомнить минимум 5 случаев, когда управы и администрации имитируют на бумаге или даже создают их специально (реально проинформированный водитель и пешеход) для того, чтобы выделили деньги на пешеходный переход с освещением или даже с светофором."
13185;Я помню времена когда наш мэр говорил, что светофор там не нужен потому-что еще никого не сбили.
13186;Нужно было его спросить, сколько надо сбитых девочек, чтобы наконец благоустроить дорожную обстановку для пешеходов.
13187;одну. Его дочь.
13188;у нас в центре города был переход, где каждый месяц сбивали людей, пару-тройку раз в год насмерть, но мэр на вопросы журналистов отвечал, что это не аварийно-опасное место. и так после каждого дтп, только в прошлом году светофор поставили
13189;"стала спрашивать за
Ужас."
13190;Что ужас, тётенька всё детство по лагерям :))
13191;"Добавьте тег негатив, плз.
(да, я сама не могу, у меня лапки, точнее, мобильный)"
13192;Айфон?
13193;На мобильных уже давно добавили такую функцию. Но в посте нет негатива, только информационная составляющая
13194;Не понял. Построили же подземный переход?
13195;Построили, в тот же месяц
13196;У них хотя бы кастрюлька есть и свечи. Я видел бедолаг в своём подъезде, которые  кипятили чай в ложечке зажигалкой.
13197;так пажжи, Джек на баб не западал никогда
13198;Элизабет Свонн, Анджелика Тич.
13199;Элизабет он хотел пёжнуть (постольку - поскольку), Анжелика вообще странный персонаж, недопроработанный. Ну, не то чтобы он не интересовался женским полом, просто он четко на протяжении всех фильмов дает понять, что главное для него - море и (умеренное такое, пи-джи 13) пиратство, а бабы - второстепенны
13200;У Джонса же обе ноги нормальные были?
13201;Неа
13202;У них хотя бы кастрюлька есть и свечи. Я видел бедолаг в своём подъезде, которые  кипятили чай в ложечке зажигалкой.
13203;Вот так надо фоткать такой магнитофон
13204;у меня здоровья столько нету
13205;В аду есть специальный котёл для пикабушников, которые описание ставят ПОД фото, а не НАД.
13206;Он оттуда пришёл. На втором фото у него пентаграмма.
13207;Да, видел, есть такое)
13208;Я всё своё детство провел с Шарпом GF 515, но этот из тех-же титанов! Плюс тебе и респект, добрый человек!
13209;ТС, как умелец умельцу скажи, на что приклеить ,,резинку,, которая под большой палец на мыши Х7 от А4Тех? Она хрен проссышь из чего состоит– это не резина и не полностью силикон. На что только ее не клеил она отваливается.
13210;зашкурь под ней площадку и попробуй клей для кожи
13211;Нифига, шкурил, отвпливается
13212;Силиконовый герметик для ванны
13213;https://www.drive2.ru/c/575429136592405188/ от 25 ноября
13214;и?
13215;О, только что кингсман смотрел, там в конце именно такой был
13216;Такой? Мечтал когда-то о нём, в итоге, когда финансы позволили, мощности уже было недостаточно, + хотелось подключение к ПК через оптику, купил ресивер и комплект АС.
13217;"То, что ты называешь ""третий порт"", это фазоинвертор."
13218;увы нет,там заглушка,видно же на фото
13219;"Эх.. У жены был центр Техникс 5+1, двухкассетная дека, чейнджер, радио. Модель не помню . Такой, там отдельные компоненты стопкой ставятся друг на друга. Я его иногда доставал побесить соседей послушать Металлику и Раммов. А тут херак, его нету. Спрашиваю куда делся техникс. Отвечает, что места дохуя занимал и она его продала. Есть же две колонки jbl и хармон кардон. Я про себя думаю четыреждыпиздоблядская ярость сука нахуй как блядь так-то.. Вслух говорю, что это очень-очень печальная новость для меня, тк сейчас таких уже не делают за вменяемые деньги.
А покупать такой же бушный - нахуй было продавать свой.. Да тут ещё состояние своего было близко к идеальному, а состояние чужого неизвестно. Цена вопроса была 7тыс, хоть бы спросила - тебе нужен, я хочу продать, тк мешает. Печаль.."
13220;Заебись отношения в семье)
13221;"Да пиздец..
Может поэтому так с техниксом вышло"
13222;Звук/голос в видео малёха погромче б...
13223;да новичок я в этом, мой дебют...
13224;Вы тоже заметили пентаграмму в ресивере ?
13225;И че, все рабочее было? Только пыль внутри протер?
13226;как обычно-все резинки,прижимной,чистка-смазка.
13227;У них хотя бы кастрюлька есть и свечи. Я видел бедолаг в своём подъезде, которые  кипятили чай в ложечке зажигалкой.
13228;"Такие ""статистические"" проекты, типа VERA, WISE, WMAP, итд. - ИМХО, самые незаслуженно непризнанные, но при этом одни из самых важных типов космических программ.

Непризнанные, потому что, в отличии, от зондов, не делают крутые фотки и не катаются по планетам, и уж тем более не запускают в космос людей, а просто кропотливо собирают цифры данных миллионов планет, звезд, галактик, космических фотонов, итп. Однообразные, сухие, скучные цифры. Но именно из этой статистики потом становится возможным строить фундаментальные законы и объяснения сути природы Вселенной."
13229;"Биг дата вообще сейчас стала важнейшим пластом астрономии. Наблюдательные приборы собирают колоссальное количество разрозненных данных, которые потом ""в тылу"" медленно составляют картину мира."
13230;Непризнанные кем?
13231;Чатланами. Те ваще берегов не видят...
13232;Быдлом обычными людьми, вроде нас с вами. Потому что если про Apollo, Voyager, Hubble, или Curiosity все-таки знает значительная часть населения, то про эти миссии вообще знает, думаю, несколько процентов от силы.
13233;Маршрут перестроен.
13234;Через 5 тыс. световых лет поверните направо
13235;Ждем патча к Элите ^^
13236;Кстати, подскажите, что вообще в Элите делать? На какой корабль лучше копить с первого старта? Я как-то начинал играть, но больше чем на доставку груза и информации с одной станции на другую, моей фантазии не хватило. Причём это курсирование между 3-4 систем.. Хотя в игре просторы необъятные..)
13237;"Ну это на старте, на то и фича что это игра для любителей этого всего. Как и Ева, только Ева посложнее на мой взгляд, элита попроще.
копишь деньги дальше покупаешь новый корабль, что это за корабль решать тебе.
хочешь торговое судно? Пожалуйста, перевозку пассажиров ну на держи дельфина для начала.
боевой, исследовательский? На любой вкус.
в первых системах тихо это да, но как только оттуда выберешься приобретя корабль получше тебя то и дело будут стараться каждый раз выцепить из прыжка а после уничтожить."
13238;Только подумал)
13239;На 7кмс быстрее. Превышаем. Куда смотрит галактическая полиция?
13240;"Хватит им подсказывать. Хотите, чтобы было, как в ""Автостопом по галактике"" или Саус Парке?"
13241;И не пристёгнутые.
13242;"Так ""раньше"" она была дальше, потому что еще не долетела до ""сейчас""."
13243;А вы в курсе, что светлые спирали потому светлые, что там звёзды ярче? Плотность звёзд в галактике одинакова по направлению от центра как в темных областях, так и в светлых.
13244;"Напишу не под топовым, что бы не было паники.
В общем, это не уточненные данные, это реальный факт скорости втягивания в черную дыру нашей галактики. С предыдущих измерений мы на 2000 световых ближе, и несемся все быстрее..."
13245;главное чтобы не поменялось число пи ниже 3
13246;всегда хотел выяснить - когда мы смотрим наружу ночью с экватора на Млечный путь, мы смотрим внутрь или на периферию?
13247;Земля вращается вокруг Солнца и вокруг своей оси. Думается мне, в зависимости от времени года мы видим то внутрь, то наружу.
13248;интересно было бы посмотреть на компиляцию ночных фоток вращения галактики вокруг Земли
13249;Звездное облако в Стрельце и Скорпионе отмечает направление на центр Галактики.
13250;Что же там в центре?
13251;"ЧД - чёрная дыра
И её аккреционный диск."
13252;Да какая там аккреция, ее нашли-то кое-как
13253;Пиздец?
13254;Квазар?
13255;сразу видно что справа налево читают
13256;Есть SETI - поиск обитаемых систем, можно, наверное, организовать поиск гарантированно необитаемых (например, около сверхновых или ЧД). Тогда если SETI услышит сигнал, который может идти с нескольких систем, такой проект поможет отфильтровать нужные от не нужных.
13257;SETI же вроде свернули
13258;Куда летим? В центр или на ружу?
13259;На руже сейчас пробки, летим в объезд
13260;YouTube●0:09
13261;Блин.так вот чё оно а я то думал куда это 7 км/с потерялись.значит всё верно.зря переживал
13262;У них хотя бы кастрюлька есть и свечи. Я видел бедолаг в своём подъезде, которые  кипятили чай в ложечке зажигалкой.
13263;Боже)) он прелесть), хотя он опасный хищник
13264;дымчатый леопард).. интересно, кто его так назвал?!
13265;Пиз...упадет ведь.
13266;эх, первое желание - пожамкать пушистую спинку и ляжечки))
13267;Ненавижу эту тварь с 4 фаркрая
13268;В тапки нассал?)
13269;Clouded это не совсем дымчатый. Почему так?
13270;"Такой маленький? Как крупная домашняя кошка!
Он очарователен!"
13271;Он прекрасен!
13272;У них хотя бы кастрюлька есть и свечи. Я видел бедолаг в своём подъезде, которые  кипятили чай в ложечке зажигалкой.
13273;Зато гидрозатвор есть !
13274;Кстати да, автору не мешало бы доработать конструкцию.
13275;Вот ток хотел написать нахуя там сифон?? Чё за бред?
13276;Заодно и пол помыл. И обувь...
13277;И ноги
13278;И носки постирал
13279;"Я даже не знаю что написать, я дар речи потерял при виде этого технического решения.
Удобно очень пользоваться будет."
13280;"В азиатских странах таких решений полно. ""Это ж душевая, из душа все равно воду на этот же пол льете, че не так-то? """
13281;Затейливо. Поссать в раковину = поссать на пол.
13282;Так зачем тогда посредники?
13283;Может там трубы издают мелодичные звуки.)
13284;Это душ для мышки. Вы просто не понимаете.
13285;Тут бай, доска позора))
13286;Поссал в раковину, обоссал ноги))
13287;Это получается на ноги ссать?..
13288;В такую раковину лучше не сцать
13289;Не ссы, ссы!
13290;Так ведь и поскользнуться можно!!! И упасть.
13291;Какие высокие технологии.
13292;Сначала сделали пол, а потом переделывать не стали.
13293;Дефицит труб?
13294;Дефицит мозгов. Имхо трубы в стенах гнутся под нелепыми углами, и просто предусмотрели ревизию, в которой должна стоять заглушка.
13295;А зачем тогда гидрозатвор?
13296;Чтоб не воняло 2 дня, если поссать в душе
13297;это трап!
13298;У них хотя бы кастрюлька есть и свечи. Я видел бедолаг в своём подъезде, которые  кипятили чай в ложечке зажигалкой.
13299;Так случилось, что Ивана Васильевича посмотрел первый раз в 13-14 лет. Был в восторге) Теперь каждые новогодние праздники обязательно пересматриваю
13300;А дочь страдает!
13301;А ещё Булгакова почитайте
13302;Так там вроде близко к тексту, только с поправкой на время действия?
13303;Мужик, который стал королем -- похоже на Властелин колец.
13304;Закусывать надо!
13305;"Ах-ха-ха...
Еще забыла про мужика, который руку сломал"
13306;И про беглых зеков
13307;Которые под спорцменов косили?))
13308;"Это традиция и это прекрасно.
Мы каждый Новый год смотрим  с подачи жены "" Дрожь земли"" все серии и 1 января.
Для нас это чудесный новогодний фильм, который нам напоминает о начале наших отношений.
И сыну 5 лет нравится! ))"
13309;Извините, а какой мужик стал королём?
13310;Иван Васильевич
13311;ЦАРЕМ, он царем  стал......
13312;"Я почему-то сначала про ""Властелина колец"" подумала...ну мужик там стал королем же"
13313;Точняк😉
13314;Я вообще подумал, что это свадьба необычная такая
13315;"Возможно, этот фильм:
https://ru.wikipedia.org/wiki/Человек,_который_хотел_быть_королём_(фильм)"
13316;У него жена эльфийка
13317;«Про короля» мне почему то «Обыкновенное чудо» вспомнилось
13318;"Тут некоторые спорят о каких фильмах шла речь))

1. Иван Васильевич меняет профессию
2. Ирония судьбы"
13319;Ирония судьбы, Джентльмены удачи, Иван Васильевич, Приключения Шурика... Я дома телевизор не смотрю, но как ни приду к родителям, у них постоянно эти фильмы по телеку. Такое впечатление, что их круглый год теперь крутят. Раньше-то хоть только под НГ... А ещё Любовь и голуби, и Служебный роман.
13320;Уж лучше так. Мои мама и сестра След смотрят.
13321;Канал есть какой-то, где советские фильмы постоянно крутят (а ещё в дневное время Сваты и Убойная сила)
13322;Черт... У меня бывшая жена это смотрит...
13323;"""Про мужика, который королем стал или что-то типа того. - роскошно)))"
13324;"Одну только мелодию знаю, которую играют на челесте
YouTube●0:38"
13325;Тысяча чертей! А про Место встречи как же?
13326;на новый год? )))
13327;Да вроде всегда показывали?
13328;Девочка права, Гарри Поттер лучше.
13329;"А ""список Шиндлера"" вообще лучший фильм, так что, его крутить постоянно надо? Кто не захочет смотреть, найдёт где и что другое включить, не 2 канала все таки. Инет в помощь, хоть пикабу в новогоднюю ночь читайте вслух по ролям"
13330;"Причем тут ""Список Шиндлера""? Девочка и не говорит, что по телевизору надо смотреть."
13331;У них хотя бы кастрюлька есть и свечи. Я видел бедолаг в своём подъезде, которые  кипятили чай в ложечке зажигалкой.
13332;Теоретически возможен гонконгский грипп. Правда поздновато для него, он бушевал с 68 по 70. Кстати сейчас его вирулентность уменьшилась и он стал обычным сезонным гриппом.
13333;А куда попал после учебки?
13334;Литва
13335;90 МРУЦ!!! проходил там срочку, руководитель оркестра, старший прапорщик, служит в этой части с момента основания её, бодрый старичок, а ещё там служил кипелов, и снимался фильм чёрные волки, где мой взвод снимался в массовке))
13336;Там же, 2000 - ничего не поменялось. Лазарет зимой забитый в два яруса, всем похрен.
13337;Что-то зампотылу зажимал, обычно дают тем, кто выше 190, и пайку двойную.
13338;Ну тащемто я могу не совсем правильно помнить, но суть в том, что Вове не хватало 2 см и он сильно обижался.
13339;Значит, 188)
13340;Тогда уж пара широких полосок, по погону на кажду, и будет старшина.
13341;Мне кажется, пачки Примы на них не хватит
13342;Главное - не борзеть, а то мало ли)
13343;У них хотя бы кастрюлька есть и свечи. Я видел бедолаг в своём подъезде, которые  кипятили чай в ложечке зажигалкой.
13344;Чучелы мяучелы )) Шикарные котяры, очень красивые мордахи. Надеюсь, быстро заберут добрые люди.
13345;Ох, как я надеюсь)
13346;"Тег ""кот"" добавьте, а то волну самоубийств спровоцируете"
13347;Один момент)
13348;Какие красивые! Самые добрые ручки им!
13349;черные милахи)
13350;Ой, в Москве бы девочку забрал. Обожаю такую раскасску
13351;У них хотя бы кастрюлька есть и свечи. Я видел бедолаг в своём подъезде, которые  кипятили чай в ложечке зажигалкой.
13352;Фото котэ где?
13353;"Уличные кошки в плане корма не привередливые.
Но лучше кормить хорошим. Это будет дешевле"
13354;Нихера, взяли мы подобрыша с улицы, по началу он ждал сухач, не глотая. А теперь то не буду, это не стану. Подайте мне то. Нет, я передумал, дайте это.
13355;у меня уходит 10-11 баксов на корм кошке на месяц, Роял Канин для привередливых
13356;Советую перейти на хороший корм. Даже дешевле будет.
13357;этот подбирали с ветеринаром, у кошки проблемы с почками
13358;Например? Какой хороший корм будет дешевле рк?
13359;"Я покупаю для молодых кастрированных.
Но что-то толстеть начал, надо наверное менять потихоньку."
13360;Выкладывайте котейку!
13361;"Даже я , наверное, хуже питаюсь.когда мы взяли кота нам сказали : он
любит белые батоны и куриные потрршка. В итоге он орал но жрал борщ как миленький."
13362;Котенок, которого я подобрала слякотной осенью на рынке с упоением жрал корки от бородинского хлеба и колбасные шкурки, которые я выбрасывала в ведро. Эти отходы он до конца жизни считал лакомством, очевидно жизнь его крепко помотала по помойкам, до того, как  он попал к нам.
13363;Моя сначала тоже ела всё, что на еду похоже. А сейчас надо уговаривать съесть филе куриное или ломтик сёмги.
13364;"любит белые батоны
А кГутон не предлагали? Это такой же поджаренный кусочек хлеба, только кГутон стоит 8 баксов, а белый батон не может столько стоить."
13365;моя кошка котёнком тоже ела все подряд и борщ и овсянку на молоке, и корм заодно, теперь только сухой корм, сырое мясо куриное филе или телятину, печень, бычки любые хоть в томате)), у крылышек гриль любит отгрызть кончик
13366;"Это было в 90х, мы сами то куриное филе не ели не то что ""Вискас"" вот бабушка сварит куриный суп- мне тарелку, папе тарелку, маме тарелку и коту поворёжку. Хочешь ешь, хочешь не ешь . Жрал как все и борщ и плов и гороховую кашу))"
13367;"Вы собираетесь брать кошку в возрасте, судя по слову ""adult""? Или эта история была придумана, чтобы поржать над названием корма?"
13368;Да, взрослую кошку. Ей примерно года полтора.
13369;Тогда прошу прощения за нотки сарказма в моём комментарии. Ничему уже не веришь.
13370;Даже и не сомневаюсь) а возможно вброс с рекламой.
13371;"Просто защита, котоводов, от нуего ""кота""."
13372;И как кошатине корм?) Я ещё не пробовала своей (непривычно-то как звучит Оо) кошатине корм в баночках покупать. Пока кормлю смесью сухого и пакетированного. Лопает аж урчит.
13373;Вы идеальный потребитель, не удобно не брать, если предлагают.
13374;Автор врет
13375;многочлен
13376;У них хотя бы кастрюлька есть и свечи. Я видел бедолаг в своём подъезде, которые  кипятили чай в ложечке зажигалкой.
13377;Прихрамывая на обе ноги и почесывая жопу.
13378;Сразу видно человек при храме
13379;Я думал второй парень толпу людей в атеисты переведет...
13380;Более не менее.
13381;У них хотя бы кастрюлька есть и свечи. Я видел бедолаг в своём подъезде, которые  кипятили чай в ложечке зажигалкой.
13382;"""Ведьмин род"" не понравился тем, что герои в нём ничего не решают и ничего не теряют, оставаясь 95% времени пассивными наблюдателями, а потом резко меняют судьбу мира. От слащавости происходящего местами было ощутимо дурно, а откровенная мэрисьюшность героинь не даёт возможности им хоть капельку сопереживать, тем кто за крепким сюжетом можно не тратить время. Мир написан широкими мазками, если излишне не придираться - работает.
Аберкромби подисписался, но в целом держит планочку. Если хочется почитать что-то в духе оригинальной трилогии - Ричард Морган, Стальные Останки, Хладные легионы и далее. (warning: описания однополого секса, если есть непереносимость, и вы не готовы пролистывать 2% страний, где он фигурирует - лучше тоже не тратить время).
Не первый уже пост с одними и теми же книгами, захотелось хоть под один вкинуть мнение. Для чего-то же комментарии нужны."
13383;А мне неожиданно понравилось...
13384;Сборник русских рассказов о ведьмах оооочень зашло!
13385;Совсем не факт, что перечисленное будет захватывающим чтением. Посмотрим-почитаем
13386;Вот почему рекламные посты фанзона работают как-то не так? Они все такие однообразные с очень похожими подборками. (чаще всего фигурируют те книги, которые только вышли или почему-то плохо продаются,) Мне после этих постов почему-то хочется не купить эти книги, а спиратить. Тем более, большая часть книг из конкретно этой подборки уже есть сами знаете где.
13387;Что мешает сначала спиратить, а если понравилось, то купить?)
13388;После Ведьмака и Меекхана хочется чего то подобного, в плане описания средневековых баталий, стратегии и тактики, и геополитики. Скажите, стоит ли начинать читать Аберкромби, в поисках этих тем?
13389;Алексей Пехов. Страж
13390;"Судьба ли или нет, но совсем недавно его дочитал, теперь встречаю упоминания все чаще. :)
П.с. Посмотрим, может и из списка в посте что-то приглянется, когда кончится ""Синее пламя""."
13391;"Прочитайте у Аберкромби ""Герои"" - это наверно одна из его лучших книг, по ней сможете составить впечатление о стиле автора. Несмотря на то, что книга в цикле, читать ее вполне возможно и в отрыве от других."
13392;Даааа, поддерживаю горячо!!!!!
13393;"На мой взгляд, если брать книгу в цикле, но в отрыве, то ""Лучше подавать холодным"" более достойный вариант."
13394;Будет много чего не понятно. Мне все таки кажется лучше начать с начала. К тому же в первой трилогии книги не хуже.
13395;"Попробуй  ""Лучше подавать холодным"" Аберкромби. История о мести с налетом Тарантино, но по окончанию можно достаточно хорошо понять геополитику мира."
13396;"Читайте Аберкромби по хронологии
https://fantlab.ru/work127105
Я Вам немного завидую, что Вы не читали его ..."
13397;"Малазанская Книга Павших, 8-я книга ""Дань псам"" как раз выходит. Эпичность происходящих событий/войн, магия действующая на полную катушку. Боги, драконы, маги, и куча разных рас, войны ведутся с сотворения мира/миров, в том числе и между богами. Пути из которых маги черпают силу, а также по ним можно путешествовать из точки А в точку Б.
Минус книг как раз их масштабность, очень много действующих персонажей и в них начинаешь теряться. Когда я читал первую книгу ""Сады луны"", пришлось гуглить список персонажей. В каждой следующей книге появляются новые персонажи и меняется место действия(континент), но можно встретить прежних героев.
Но если продраться через эти сложности, от книг можно получить огромное удовольствие."
13398;Стоит. Все 3 цикла фентази входят в мою топ троюку. Аберкромби передает ощущения боя, через героев. Что супер необычно и круто.
13399;У него самая моя любимая герои!!!! Раз в полгода перечитываю!!!
13400;Можно вкратце, в чём цимес сюжета и мироустройства? А так же, закончен ли цикл ?
13401;"Вот и что теперь делать?! Работа и лента свежего занимают моё основное время. Рэйд в режиме мультибоя дополняет.

Очень ххочется перечитать уже прочитанную литературу классиков и не очень. Очень хочется прочитать классиков не читаных ранее. Тут ещё и свежачок подоспел... Вот жеж блять... 🤔"
13402;Аудиокниги?)
13403;Если бы перфоратор был не моим основным инструментом... Эх..
13404;отринь сущее и уйди в книгу часов на 8.
13405;Оп, не зря в свежее полез.
13406;"С дерьмецом тебя (не про этот пост)! 🤗

Не ммогу часов на восемь. Сон - часов 5-7 максимум. И пуши пикабу не дадут нырнуть хоть на пару часов в другие миры..

Но однажды я уйду в оффлайн, удалю все соцсети(пижю, это я почти два года как), отключу пуши пикабу, куплю енота и уйду с ним в закат. Заранее скачав библиотеку года на три запоя и набродив себе винчика. И никогда больше не буду онлайн."
13407;ого, у ведьминого века продолжение есть!
13408;"Спасибо)
тут постою, послушаю)"
13409;черный ход - сейчас читаю. хорошая книга..
13410;Бот Флибусты сдох на iOS. Есть аналоги?
13411;а чем рутрекер плох?
13412;Там книг меньше намного
13413;http://o53xo.obzg66dz.mzwgsytvon2gcltjom.cmle.ru
13414;Раз такая тема пошла, можете посоветовать какой нибудь законченный цикл книг, наподобие дороги домой Зыкова.
13415;У них хотя бы кастрюлька есть и свечи. Я видел бедолаг в своём подъезде, которые  кипятили чай в ложечке зажигалкой.
13416;Мне срочно нужно найти эту шапку для моего кота. Где её купить?
13417;Где-то на али)
13418;Плюша просто прелесть!! Пусть все найдут уютный дом и любящих хозяев!
13419;Май очень красивая киса. Похожа на Асият Васильну мою
13420;Март очень хорош. Странно, что не взяли.
13421;Проблема с 'персами' в том, что они очень власаты и когда гадят (срут), то потом бегают с этакой гроздью фекалий под хвостом по всему дому и пытаются их как нибудь стряхнуть. Им надо гузно стричь/брить. То ещё занятие.
13422;Не такое сложное занятие, у меня и более длинноволосый котик, в 90% случаев без эксцессов проходит
13423;Зато длинношёрстные красивее.
13424;Прелестный Календарь!!! Котики шикарные!
13425;Мишель очаровательная просто! Желаю всем обрести семью в новом году!
13426;У них хотя бы кастрюлька есть и свечи. Я видел бедолаг в своём подъезде, которые  кипятили чай в ложечке зажигалкой.
13427;"О, фильмы с Youtube 2013 года переходят в TikTok.
Вот оригинал.
@PesPizdec
@moderator, может, добавим в пост?
@editors, тег TikTok ни к месту.
YouTube●10:36"
13428;"Поддерживаю)
короткометражный фильм ""Медеведь"" (Bear) 2011г

@VladFromVlad - спасибо."
13429;Этот ролик существовал еще когда тиктока даже в планах не было.
13430;Ой да прямо уж неожиданным! Боянище еще тот.
13431;а я то думаю, откуда я уже знал, что случится...
13432;А я впервые увидел.
13433;Ждала либо охотника, либо настоящего медведя в конце.
13434;"Другой медведь самец принимает этого ""медведя"" за самку и давай его...."
13435;Причем тут блять тикток ? Заебали этим рассадником полной деградации. Этот прикол был еще за долго появления тиктока
